         91460 function calls (89740 primitive calls) in 14.764 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       38    0.000    0.000    0.000    0.000 _parser.py:230(__init__)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
       53    0.000    0.000    0.000    0.000 __init__.py:183(sub)
       52    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       27    0.000    0.000    0.000    0.000 _compiler.py:470(_get_charset_prefix)
       14    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1774(_parse_hextet)
       16    0.000    0.000    0.001    0.000 _functools.py:75(wrapper)
        7    0.000    0.000    0.000    0.000 synchronize.py:121(_make_name)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        2    0.000    0.000    0.000    0.000 signal.py:24(_int_to_enum)
        1    0.000    0.000    0.000    0.000 context.py:70(RLock)
        3    0.000    0.000    0.000    0.000 gettext.py:488(find)
       38    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        6    0.000    0.000    0.001    0.000 selectors.py:336(__init__)
        1    0.000    0.000    0.020    0.020 bpe_parallel.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _common.py:1(<module>)
      105    0.000    0.000    0.000    0.000 <frozen os>:798(decode)
        6    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        6    0.000    0.000    0.000    0.000 utils.py:378(disp_len)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
      105    0.000    0.000    0.000    0.000 message.py:517(set_raw)
      5/3    0.000    0.000   14.434    4.811 connection.py:253(poll)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1716(path_hook_for_FileFinder)
       14    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
       12    0.000    0.000    0.000    0.000 __init__.py:804(search)
       35    0.000    0.000    0.000    0.000 enum.py:764(__delattr__)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
       52    0.000    0.000    0.000    0.000 <frozen _collections_abc>:897(__iter__)
      4/3    0.000    0.000    0.000    0.000 _regex_core.py:3949(_compile)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        3    0.000    0.000   14.434    4.811 threading.py:1058(join)
      9/6    0.000    0.000    0.000    0.000 _regex_core.py:3526(pack_characters)
        9    0.000    0.000    0.000    0.000 _local.py:227(__str__)
        7    0.000    0.000    0.000    0.000 weakref.py:347(__new__)
       12    0.000    0.000    0.001    0.000 __init__.py:890(<genexpr>)
        4    0.000    0.000    0.000    0.000 functools.py:878(register)
        6    0.000    0.000    0.000    0.000 gettext.py:231(_expand_lang)
        3    0.000    0.000    0.000    0.000 typing.py:1927(_get_protocol_attrs)
       76    0.000    0.000    0.000    0.000 _compiler.py:573(isstring)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       15    0.000    0.000    0.000    0.000 _parser.py:273(getuntil)
        1    0.000    0.000    0.000    0.000 utils.py:34(envwrap)
       18    0.000    0.000    0.000    0.000 typing.py:3794(__getattr__)
        8    0.000    0.000    0.000    0.000 __init__.py:742(children)
        5    0.000    0.000    0.000    0.000 process.py:61(_cleanup)
        6    0.000    0.000    0.000    0.000 std.py:102(acquire)
       13    0.000    0.000    0.000    0.000 threading.py:1429(current_thread)
      2/1    0.000    0.000    0.000    0.000 _regex_core.py:2143(optimise)
        4    0.000    0.000    0.000    0.000 threading.py:843(_newname)
        3    0.000    0.000    0.000    0.000 argparse.py:1355(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:1423(__init__)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        2    0.000    0.000    0.264    0.132 process.py:142(join)
        2    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        5    0.000    0.000    0.000    0.000 process.py:153(is_alive)
        2    0.000    0.000    0.000    0.000 {built-in method regex._regex.compile}
      157    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
       50    0.000    0.000    0.000    0.000 _regex_core.py:4291(match)
        5    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:907(read_text)
     12/7    0.000    0.000    0.000    0.000 _regex_core.py:3514(optimise)
      243    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       15    0.000    0.000    0.000    0.000 _regex_core.py:2588(__init__)
        2    0.000    0.000    0.011    0.005 __init__.py:448(metadata)
      107    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      115    0.000    0.000    0.000    0.000 _regex_core.py:1942(__init__)
        1    0.000    0.000    0.001    0.001 argparse.py:1765(__init__)
       52    0.000    0.000    0.000    0.000 typing.py:1294(_is_dunder)
       41    0.000    0.000    0.005    0.000 __init__.py:287(compile)
        1    0.000    0.000    0.007    0.007 cli.py:1(<module>)
        5    0.000    0.000    0.000    0.000 threading.py:428(notify_all)
        6    0.000    0.000    0.000    0.000 threading.py:592(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:839(__init__)
       96    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       17    0.000    0.000    0.000    0.000 process.py:37(current_process)
        4    0.000    0.000    0.000    0.000 typing.py:753(Union)
        6    0.000    0.000    0.002    0.000 synchronize.py:168(__init__)
      105    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       72    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       46    0.000    0.000    0.000    0.000 _parser.py:97(closegroup)
        5    0.000    0.000    0.000    0.000 threading.py:620(set)
        1    0.000    0.000    0.000    0.000 std.py:244(tqdm)
      125    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 popen_spawn_posix.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _regex_core.py:558(apply_quantifier)
        6    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.004    0.004 pool.py:1(<module>)
       82    0.000    0.000    0.000    0.000 _parser.py:171(__setitem__)
       59    0.000    0.000    0.000    0.000 _local.py:505(__new__)
       12    0.000    0.000    0.001    0.000 __init__.py:756(search)
       49    0.000    0.000    0.000    0.000 connection.py:135(_check_closed)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        7    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        5    0.000    0.000    0.000    0.000 popen_fork.py:57(terminate)
      4/2    0.000    0.000    0.001    0.000 _regex_core.py:452(_parse_pattern)
       52    0.000    0.000    0.000    0.000 <frozen os>:735(__iter__)
        7    0.000    0.000    0.001    0.000 resource_tracker.py:254(_send)
       31    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.001    0.001 std.py:1(<module>)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       24    0.000    0.000    0.000    0.000 _regex_core.py:2012(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        3    0.000    0.000    0.000    0.000 argparse.py:162(__init__)
        1    0.000    0.000    0.000    0.000 pool.py:425(imap_unordered)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2392(_IPv6Constants)
        2    0.000    0.000    0.000    0.000 _regex_core.py:2250(_split_common_prefix)
       85    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       38    0.000    0.000    0.000    0.000 _parser.py:954(fix_flags)
        3    0.000    0.000    0.000    0.000 shutil.py:1439(get_terminal_size)
       97    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.002    0.002 reduction.py:1(<module>)
       23    0.000    0.000    0.000    0.000 _regex_core.py:3317(__init__)
        5    0.000    0.000    0.005    0.001 popen_spawn_posix.py:30(__init__)
        1    0.000    0.000   14.699   14.699 pool.py:654(terminate)
     11/9    0.000    0.000    0.000    0.000 typing.py:426(inner)
        5    0.000    0.000    0.000    0.000 threading.py:398(notify)
       10    0.000    0.000    0.000    0.000 process.py:189(name)
        5    0.000    0.000    0.000    0.000 _local.py:289(drive)
        1    0.000    0.000    0.000    0.000 inspect.py:2487(_signature_from_callable)
      126    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        2    0.000    0.000    0.000    0.000 connection.py:208(recv_bytes)
        2    0.000    0.000    0.000    0.000 functools.py:826(singledispatch)
       12    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        8    0.000    0.000    0.002    0.000 feedparser.py:173(feed)
        8    0.000    0.000    0.000    0.000 _regex_core.py:1256(parse_escape)
       37    0.000    0.000    0.000    0.000 argparse.py:1409(register)
        2    0.000    0.000    0.000    0.000 typing.py:2403(get_type_hints)
        2    0.000    0.000    0.000    0.000 __init__.py:1328(__init__)
       11    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       78    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       38    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        6    0.000    0.000    0.000    0.000 {method '__exit__' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
       35    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        2    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        2    0.000    0.000    0.002    0.001 parser.py:41(parse)
       60    0.000    0.000    0.000    0.000 context.py:366(get_spawning_popen)
        8    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       96    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
       10    0.000    0.000    0.000    0.000 context.py:369(set_spawning_popen)
       70    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        7    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        1    0.000    0.000    0.001    0.001 tempfile.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
        1    0.000    0.000    0.003    0.003 context.py:1(<module>)
       23    0.000    0.000    0.000    0.000 _regex_core.py:1935(make_sequence)
        5    0.000    0.000    0.000    0.000 process.py:128(terminate)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resource_tracker.py:1(<module>)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 random.py:128(seed)
        7    0.000    0.000    0.000    0.000 tempfile.py:142(rng)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        6    0.000    0.000    0.000    0.000 locale.py:381(normalize)
        1    0.000    0.000   14.699   14.699 util.py:272(__call__)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _regex_core.py:3608(_flush_characters)
        1    0.000    0.000    0.000    0.000 _regex_core.py:73(RegexFlag)
        1    0.000    0.000    0.000    0.000 pickle.py:1180(_Unpickler)
       10    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        5    0.000    0.000    0.000    0.000 resource_tracker.py:128(getfd)
        2    0.000    0.000    0.001    0.001 __init__.py:393(from_name)
        2    0.000    0.000    0.000    0.000 _regex_core.py:2417(_reduce_to_set)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.000    0.000 {method 'match' of '_regex.Pattern' objects}
       10    0.000    0.000    0.000    0.000 queues.py:375(__getstate__)
      104    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing.py:2199(__init_subclass__)
        1    0.000    0.000    0.000    0.000 argparse.py:1910(_parse_known_args2)
        2    0.000    0.000    0.000    0.000 {built-in method _signal.pthread_sigmask}
       11    0.000    0.000    0.000    0.000 _parser.py:264(getwhile)
       96    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
        2    0.000    0.000    0.000    0.000 _regex_core.py:1577(parse_set_imp_union)
        3    0.000    0.000    0.000    0.000 threading.py:1049(_delete)
       72    0.000    0.000    0.000    0.000 _regex_core.py:4148(get)
        1    0.000    0.000    0.000    0.000 _monitor.py:30(__init__)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
      105    0.000    0.000    0.000    0.000 _adapters.py:64(redent)
        1    0.000    0.000    0.000    0.000 argparse.py:1948(_parse_known_args)
        9    0.000    0.000    0.000    0.000 <frozen posixpath>:166(basename)
        1    0.000    0.000    0.000    0.000 inspect.py:3042(__init__)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _local.py:539(read_text)
        1    0.000    0.000    0.000    0.000 argparse.py:1(<module>)
        5    0.000    0.000    0.000    0.000 resource_tracker.py:132(ensure_running)
        4    0.000    0.000    0.000    0.000 _regex_core.py:1453(parse_property)
        5    0.000    0.000    0.000    0.000 threading.py:1267(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
       63    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1579(_IPv4Constants)
        2    0.000    0.000    0.000    0.000 _regex_core.py:380(_check_firstset)
       71    0.000    0.000    0.000    0.000 enum.py:91(_is_single_bit)
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 pool.py:173(Pool)
        1    0.000    0.000    0.007    0.007 message.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _local.py:1(<module>)
        6    0.000    0.000    0.000    0.000 utils.py:194(inner)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       99    0.000    0.000    0.000    0.000 enum.py:1456(<lambda>)
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2134(Branch)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 synchronize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:33(Queue)
       74    0.000    0.000    0.000    0.000 _compiler.py:431(_get_iscased)
        7    0.000    0.000    0.000    0.000 _regex_core.py:1641(parse_set_item)
       12    0.000    0.000    0.000    0.000 selectors.py:21(_fileobj_to_fd)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:391(realpath)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1904(_split_scope_id)
        5    0.000    0.000    0.000    0.000 {built-in method posix._path_splitroot_ex}
        3    0.000    0.000    0.000    0.000 gettext.py:528(translation)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        5    0.000    0.000    0.000    0.000 popen_fork.py:47(_send_signal)
       27    0.000    0.000    0.000    0.000 connection.py:169(fileno)
       13    0.000    0.000    0.000    0.000 _regex_core.py:1945(with_flags)
       38    0.000    0.000    0.000    0.000 _parser.py:76(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 spawn.py:1(<module>)
      116    0.000    0.000    0.000    0.000 _regex_core.py:1725(<genexpr>)
        1    0.000    0.000    0.000    0.000 tempfile.py:686(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 _adapters.py:19(Message)
        6    0.000    0.000    0.000    0.000 pool.py:385(_guarded_task_generation)
        2    0.000    0.000    0.000    0.000 std.py:451(fp_write)
       30    0.000    0.000    0.000    0.000 context.py:372(assert_spawning)
        6    0.000    0.000    0.000    0.000 _regex_core.py:3577(get_firstset)
        6    0.000    0.000    0.000    0.000 utils.py:374(_text_width)
        1    0.000    0.000    0.000    0.000 enum.py:484(__prepare__)
        3    0.000    0.000    0.000    0.000 locale.py:347(_replace_encoding)
       77    0.000    0.000    0.000    0.000 __init__.py:108(<lambda>)
       50    0.000    0.000    0.000    0.000 {function FreezableDefaultDict.__missing__ at 0x1032c9d00}
        8    0.000    0.000    0.000    0.000 _abc.py:130(with_segments)
        2    0.000    0.000    0.000    0.000 __init__.py:411(discover)
        1    0.000    0.000    0.000    0.000 __init__.py:204(Path)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        2    0.000    0.000    0.000    0.000 std.py:185(__format__)
    34/33    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       27    0.000    0.000    0.000    0.000 _regex_core.py:3503(__init__)
        2    0.000    0.000    0.000    0.000 _regex_core.py:1511(parse_set)
       16    0.000    0.000    0.000    0.000 _regex_core.py:419(make_case_flags)
        1    0.000    0.000    0.000    0.000 _abc.py:403(PathBase)
        1    0.000    0.000   14.434   14.434 pool.py:506(_handle_workers)
       67    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        6    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
       34    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
       29    0.000    0.000    0.000    0.000 inspect.py:3089(<genexpr>)
       24    0.000    0.000    0.000    0.000 <frozen posixpath>:42(_get_sep)
        1    0.000    0.000    0.000    0.000 _local.py:482(Path)
        6    0.000    0.000    0.000    0.000 synchronize.py:97(__exit__)
       35    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:1478(__init__)
        2    0.000    0.000    0.011    0.005 __init__.py:483(version)
       13    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       20    0.000    0.000    0.000    0.000 popen_spawn_posix.py:34(duplicate_for_child)
        8    0.000    0.000    0.000    0.000 _regex_core.py:2951(optimise)
        2    0.000    0.000    0.003    0.001 __init__.py:31(message_from_string)
      6/4    0.000    0.000    0.000    0.000 typing.py:574(__getitem__)
       12    0.000    0.000    0.000    0.000 functools.py:504(lru_cache)
       72    0.000    0.000    0.000    0.000 enum.py:921(<lambda>)
        1    0.000    0.000    0.000    0.000 subprocess.py:759(Popen)
       96    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
        3    0.000    0.000    0.000    0.000 typing.py:2054(__new__)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:1307(__init__)
        4    0.000    0.000    0.000    0.000 utils.py:273(_is_ascii)
      105    0.000    0.000    0.000    0.000 enum.py:1217(__init__)
        8    0.000    0.000    0.000    0.000 _compiler.py:410(_generate_overlap_table)
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
       12    0.000    0.000    0.000    0.000 resource_tracker.py:250(_write)
        4    0.000    0.000    0.000    0.000 typing.py:2696(overload)
      2/1    0.000    0.000    0.000    0.000 _regex_core.py:2217(_compile)
        4    0.000    0.000    0.000    0.000 typing.py:379(_remove_dups_flatten)
        1    0.000    0.000    0.000    0.000 __init__.py:352(Distribution)
       16    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
        2    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
       31    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
       12    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 _regex_core.py:411(_flatten_code)
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        2    0.000    0.000    0.000    0.000 locale.py:642(getpreferredencoding)
       22    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
       13    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
        2    0.000    0.000    0.000    0.000 _abc.py:628(read_text)
        6    0.000    0.000    0.000    0.000 subprocess.py:296(_optim_args_from_interpreter_flags)
        1    0.000    0.000    0.000    0.000 inspect.py:3094(from_callable)
        8    0.000    0.000    0.000    0.000 message.py:602(get_content_type)
       32    0.000    0.000    0.000    0.000 util.py:49(debug)
        1    0.000    0.000    0.000    0.000 inspect.py:3373(signature)
     12/7    0.000    0.000    0.000    0.000 _regex_core.py:3510(fix_groups)
       12    0.000    0.000    0.000    0.000 selectors.py:219(_fileobj_lookup)
        1    0.000    0.000    0.007    0.007 pool.py:305(_repopulate_pool)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 std.py:438(status_printer)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:110(remove)
        3    0.000    0.000    0.000    0.000 {built-in method posix.get_terminal_size}
        8    0.000    0.000    0.000    0.000 _regex_core.py:2980(_compile)
        1    0.000    0.000    0.000    0.000 __init__.py:716(FastPath)
        4    0.000    0.000    0.000    0.000 _regex_core.py:2617(_compile)
       13    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
        1    0.000    0.000    0.000    0.000 argparse.py:2120(consume_positionals)
        1    0.000    0.000    0.000    0.000 argparse.py:2307(_match_arguments_partial)
        1    0.000    0.000    0.000    0.000 threading.py:858(Thread)
        1    0.000    0.000    0.001    0.001 _abc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _main.py:359(compile)
        7    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
       15    0.000    0.000    0.000    0.000 spawn.py:92(<genexpr>)
        2    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
       13    0.000    0.000    0.000    0.000 typing.py:164(_type_convert)
        2    0.000    0.000    0.000    0.000 __init__.py:88(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1352(__init__)
        1    0.000    0.000    0.000    0.000 _local.py:59(PurePath)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        2    0.000    0.000    0.000    0.000 argparse.py:1996(take_action)
        6    0.000    0.000    0.000    0.000 connection.py:118(__init__)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        1    0.000    0.000    0.002    0.002 _policybase.py:1(<module>)
       20    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        7    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1621(_BaseV6)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
        2    0.000    0.000    0.000    0.000 argparse.py:1673(__init__)
        8    0.000    0.000    0.001    0.000 __init__.py:765(lookup)
        7    0.000    0.000    0.000    0.000 typing.py:260(_collect_type_parameters)
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
       12    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
    39/29    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 std.py:679(_get_free_pos)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
        1    0.000    0.000    0.002    0.002 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:1(<module>)
       16    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       70    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       56    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:871(find_distributions)
        1    0.000    0.000    0.000    0.000 utils.py:333(_screen_shape_linux)
       11    0.000    0.000    0.000    0.000 _regex_core.py:2471(_flush_set_members)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
     12/7    0.000    0.000    0.000    0.000 _regex_core.py:2524(<genexpr>)
       12    0.000    0.000    0.000    0.000 enum.py:199(__get__)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gui.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:1634(__getitem__)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 std.py:90(__init__)
      2/1    0.000    0.000    0.000    0.000 _regex_core.py:2237(_flatten_branches)
        5    0.000    0.000    0.000    0.000 _local.py:277(_raw_path)
        1    0.000    0.000    0.001    0.001 feedparser.py:1(<module>)
        4    0.000    0.000    0.000    0.000 std.py:1157(__hash__)
        7    0.000    0.000    0.000    0.000 _regex_core.py:1600(parse_set_member)
        1    0.000    0.000    0.000    0.000 queue.py:40(Queue)
      2/1    0.000    0.000    0.000    0.000 _regex_core.py:2193(pack_characters)
        4    0.000    0.000    0.000    0.000 threading.py:1162(daemon)
       56    0.000    0.000    0.000    0.000 {built-in method math.floor}
        5    0.000    0.000    0.000    0.000 functools.py:867(_is_union_type)
        1    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
        6    0.000    0.000    0.000    0.000 locale.py:600(setlocale)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _local.py:664(resolve)
        2    0.000    0.000    0.000    0.000 copyreg.py:107(_slotnames)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1185(parse_flags_subpattern)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1933(IPv6Address)
    26/16    0.000    0.000    0.000    0.000 _regex_core.py:1998(__hash__)
        2    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
       12    0.000    0.000    0.000    0.000 threading.py:318(_is_owned)
        2    0.000    0.000    0.000    0.000 weakref.py:289(update)
        3    0.000    0.000    0.000    0.000 argparse.py:1501(_add_action)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 string.py:69(__init_subclass__)
        7    0.000    0.000    0.001    0.000 resource_tracker.py:242(register)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:166(<genexpr>)
        5    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:126(EntryPoint)
        6    0.000    0.000    0.000    0.000 threading.py:122(RLock)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
        3    0.000    0.000    0.000    0.000 typing.py:1256(_generic_init_subclass)
       14    0.000    0.000    0.000    0.000 _regex_core.py:3342(_compile)
       12    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.000    0.000 __init__.py:61(Sectioned)
        1    0.000    0.000    0.000    0.000 connection.py:115(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 functools.py:407(__get__)
