         91460 function calls (89740 primitive calls) in 14.764 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 argparse.py:205(__init__)
        3    0.000    0.000    0.000    0.000 argparse.py:557(format)
        1    0.000    0.000    0.000    0.000 decoder.py:262(JSONDecoder)
        7    0.000    0.000    0.000    0.000 context.py:197(get_start_method)
      2/1    0.000    0.000    0.000    0.000 _regex_core.py:2523(max_width)
        1    0.000    0.000    0.000    0.000 std.py:67(TRLock)
        2    0.000    0.000    0.000    0.000 argparse.py:2324(_parse_optional)
        4    0.000    0.000    0.000    0.000 functools.py:1001(__set_name__)
        1    0.000    0.000    0.000    0.000 threading.py:269(Condition)
        2    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3191(_compile)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1370(_find_parent_path_names)
        2    0.000    0.000    0.000    0.000 __init__.py:694(path)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1497(IPv4Network)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 <frozen os>:844(fsencode)
        1    0.000    0.000    0.000    0.000 feedparser.py:46(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2040(Any)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2938(GreedyRepeat)
        1    0.000    0.000    0.000    0.000 gui.py:24(tqdm_gui)
       12    0.000    0.000    0.000    0.000 __init__.py:736(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:433(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2655(Conditional)
        2    0.000    0.000    0.000    0.000 utils.py:222(__eq__)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        2    0.000    0.000    0.000    0.000 process.py:234(ident)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3060(Group)
        1    0.000    0.000    0.000    0.000 std.py:1112(__len__)
        5    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        4    0.000    0.000    0.000    0.000 _regex_core.py:3304(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1398(__iter__)
        1    0.000    0.000    0.000    0.000 abc.py:149(ExecutionLoader)
        1    0.000    0.000    0.000    0.000 header.py:417(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 selectors.py:330(_PollLikeSelector)
        2    0.000    0.000    0.000    0.000 utils.py:108(__init__)
        1    0.000    0.000    0.000    0.000 functools.py:371(__init__)
        3    0.000    0.000    0.000    0.000 argparse.py:1633(_check_conflict)
        1    0.000    0.000    0.000    0.000 utils.py:117(Comparable)
        1    0.000    0.000    0.000    0.000 subprocess.py:169(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 pickle.py:194(_Framer)
        1    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charset.py:162(Charset)
        1    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 _regex_core.py:3820(SetDiff)
        2    0.000    0.000    0.000    0.000 utils.py:139(__getattr__)
        3    0.000    0.000    0.000    0.000 __init__.py:820(__init__)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1171(exec_module)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:515(AddressList)
        1    0.000    0.000    0.000    0.000 context.py:284(SpawnProcess)
        6    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 __init__.py:511(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 synchronize.py:193(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:217(Condition)
        1    0.000    0.000    0.000    0.000 __init__.py:306(PackagePath)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 process.py:361(_ParentProcess)
        1    0.000    0.000    0.000    0.000 context.py:230(DefaultContext)
        2    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _regex_core.py:3909(SetUnion)
        1    0.000    0.000    0.000    0.000 argparse.py:1897(parse_args)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 random.py:880(SystemRandom)
        2    0.000    0.000    0.000    0.000 context.py:237(get_context)
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2526(CallGroup)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2786(Fuzzy)
        1    0.000    0.000    0.000    0.000 __init__.py:1836(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2265(NullHandler)
        3    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       10    0.000    0.000    0.000    0.000 _regex_core.py:1971(pack_characters)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 _regex_core.py:3846(SetInter)
        1    0.000    0.000    0.000    0.000 std.py:230(__call__)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2007(get_required_string)
        1    0.000    0.000    0.000    0.000 __init__.py:1278(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1272(_StderrHandler)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.000    0.000 typing.py:553(__repr__)
        1    0.000    0.000    0.000    0.000 argparse.py:1157(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 __init__.py:49(PackageNotFoundError)
        1    0.000    0.000    0.000    0.000 _collections.py:27(Pair)
        1    0.000    0.000    0.000    0.000 selectors.py:488(KqueueSelector)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1384(_recalculate)
        3    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        8    0.000    0.000    0.000    0.000 _regex_core.py:1995(is_empty)
        1    0.000    0.000    0.000    0.000 argparse.py:853(BooleanOptionalAction)
        1    0.000    0.000    0.000    0.000 abc.py:52(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 _policybase.py:279(Compat32)
        1    0.000    0.000    0.000    0.000 _tqdm_pandas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:210(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3715(SetBase)
        1    0.000    0.000    0.000    0.000 __init__.py:451(__init__)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3218(LookAroundConditional)
        2    0.000    0.000    0.000    0.000 utils.py:112(__format__)
        1    0.000    0.000    0.000    0.000 popen_spawn_posix.py:26(Popen)
        3    0.000    0.000    0.000    0.000 utils.py:17(<genexpr>)
        8    0.000    0.000    0.000    0.000 message.py:644(get_default_type)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1326(exec_module)
        2    0.000    0.000    0.000    0.000 typing.py:1122(_is_unpacked_typevartuple)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        6    0.000    0.000    0.000    0.000 selectors.py:203(__enter__)
        1    0.000    0.000    0.000    0.000 utils.py:252(_is_utf)
        2    0.000    0.000    0.000    0.000 argparse.py:946(__call__)
        1    0.000    0.000    0.000    0.000 _local.py:30(_PathParents)
        1    0.000    0.000    0.000    0.000 shutil.py:73(SpecialFileError)
        5    0.000    0.000    0.000    0.000 _local.py:298(root)
        1    0.000    0.000    0.000    0.000 parse.py:854(_Quoter)
        2    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 context.py:277(ForkProcess)
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 _regex_core.py:3876(SetSymDiff)
        1    0.000    0.000    0.000    0.000 __init__.py:1358(disable)
        1    0.000    0.000    0.000    0.000 pool.py:279(_get_sentinels)
        4    0.000    0.000    0.000    0.000 _parser.py:165(__delitem__)
        2    0.000    0.000    0.000    0.000 message.py:416(__getitem__)
        4    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        2    0.000    0.000    0.000    0.000 _regex_core.py:4334(at_end)
        1    0.000    0.000    0.000    0.000 queue.py:299(LifoQueue)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1307(__init__)
        1    0.000    0.000    0.000    0.000 functools.py:677(cache)
        5    0.000    0.000    0.000    0.000 _local.py:307(_tail)
        1    0.000    0.000    0.000    0.000 _monitor.py:15(TMonitor)
        1    0.000    0.000    0.000    0.000 __init__.py:286(LogRecord)
        1    0.000    0.000    0.000    0.000 pool.py:837(IMapIterator)
        2    0.000    0.000    0.000    0.000 __init__.py:1990(close)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:131(splitdrive)
        1    0.000    0.000    0.000    0.000 argparse.py:107(_AttributeHolder)
        2    0.000    0.000    0.000    0.000 inspect.py:386(isfunction)
        1    0.000    0.000    0.000    0.000 abc.py:80(ResourceLoader)
        1    0.000    0.000    0.000    0.000 selectors.py:414(PollSelector)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2300(IPv6Network)
        1    0.000    0.000    0.000    0.000 queues.py:314(JoinableQueue)
        1    0.000    0.000    0.000    0.000 threading.py:449(Semaphore)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _regex_core.py:2011(ZeroWidthBase)
        1    0.000    0.000    0.000    0.000 __init__.py:1190(FileHandler)
        1    0.000    0.000    0.000    0.000 traceback.py:974(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 pool.py:333(_maintain_pool)
        1    0.000    0.000    0.000    0.000 __init__.py:662(Context)
        1    0.000    0.000    0.000    0.000 __init__.py:2113(PyZipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:83(InitializedState)
        1    0.000    0.000    0.000    0.000 tempfile.py:476(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 context.py:233(__init__)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 _regex_core.py:30(error)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2768(EndOfStringLine)
        1    0.000    0.000    0.000    0.000 utils.py:102(FormatReplace)
        1    0.000    0.000    0.000    0.000 pool.py:80(MaybeEncodingError)
        1    0.000    0.000    0.000    0.000 queue.py:280(PriorityQueue)
        1    0.000    0.000    0.000    0.000 util.py:435(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 __init__.py:845(_Tellable)
        1    0.000    0.000    0.000    0.000 _collections.py:5(FreezableDefaultDict)
        6    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        1    0.000    0.000    0.000    0.000 utils.py:138(ObjectWrapper)
        1    0.000    0.000    0.000    0.000 pool.py:906(IMapUnorderedIterator)
        2    0.000    0.000    0.000    0.000 std.py:167(colour)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1158(create_module)
        1    0.000    0.000    0.000    0.000 argparse.py:1888(_get_positional_actions)
        1    0.000    0.000    0.000    0.000 __init__.py:324(FileHash)
        1    0.000    0.000    0.000    0.000 pickle.py:257(_Unframer)
        1    0.000    0.000    0.000    0.000 warnings.py:420(WarningMessage)
        1    0.000    0.000    0.000    0.000 __init__.py:678(LZMACompressor)
        1    0.000    0.000    0.000    0.000 threading.py:1368(_DeleteDummyThreadOnDel)
        1    0.000    0.000    0.000    0.000 abc.py:68(PathEntryFinder)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 _regex_core.py:4330(expect)
        1    0.000    0.000    0.000    0.000 _regex_core.py:4356(Info)
        1    0.000    0.000    0.000    0.000 __init__.py:736(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 pool.py:150(_PoolCache)
        2    0.000    0.000    0.000    0.000 message.py:211(is_multipart)
        4    0.000    0.000    0.000    0.000 {built-in method _io.text_encoding}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 argparse.py:1671(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 __init__.py:701(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 __init__.py:176(FastLookup)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 _regex_core.py:4481(Scanner)
        1    0.000    0.000    0.000    0.000 __init__.py:815(Filterer)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3146(LazyRepeat)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3169(pack_characters)
        2    0.000    0.000    0.000    0.000 pool.py:351(_check_running)
        1    0.000    0.000    0.000    0.000 argparse.py:1107(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:752(Action)
        1    0.000    0.000    0.000    0.000 threading.py:536(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 parse.py:190(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:220(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 errors.py:37(MessageDefect)
        1    0.000    0.000    0.000    0.000 context.py:296(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 feedparser.py:533(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2059(AnyAll)
        4    0.000    0.000    0.000    0.000 _regex_core.py:3817(__del__)
        1    0.000    0.000    0.000    0.000 numbers.py:37(Number)
        1    0.000    0.000    0.000    0.000 pool.py:57(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 utils.py:163(SimpleTextIOWrapper)
        1    0.000    0.000    0.000    0.000 connection.py:970(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 synchronize.py:328(Event)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3792(max_width)
        1    0.000    0.000    0.000    0.000 argparse.py:681(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 _local.py:839(PosixPath)
        2    0.000    0.000    0.000    0.000 __init__.py:749(_check_compression)
        1    0.000    0.000    0.000    0.000 threading.py:1397(_DummyThread)
        1    0.000    0.000    0.000    0.000 abc.py:199(SourceLoader)
        1    0.000    0.000    0.000    0.000 parser.py:75(BytesParser)
        2    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        1    0.000    0.000    0.000    0.000 traceback.py:94(_Sentinel)
        1    0.000    0.000    0.000    0.000 std.py:40(TqdmWarning)
        1    0.000    0.000    0.000    0.000 util.py:452(ForkAwareLocal)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:345(__subclasshook__)
        3    0.000    0.000    0.000    0.000 typing.py:2204(<genexpr>)
        1    0.000    0.000    0.000    0.000 argparse.py:1128(_VersionAction)
        1    0.000    0.000    0.000    0.000 _local.py:462(PurePosixPath)
        1    0.000    0.000    0.000    0.000 __init__.py:332(DeprecatedNonAbstract)
        1    0.000    0.000    0.000    0.000 argparse.py:1714(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 __init__.py:770(Lookup)
        1    0.000    0.000    0.000    0.000 message.py:1206(EmailMessage)
        1    0.000    0.000    0.000    0.000 parse.py:144(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._get_main_thread_ident}
        1    0.000    0.000    0.000    0.000 _regex_core.py:2919(Grapheme)
        1    0.000    0.000    0.000    0.000 _regex_core.py:65(ParseError)
        1    0.000    0.000    0.000    0.000 __init__.py:1830(RootLogger)
        1    0.000    0.000    0.000    0.000 pool.py:63(ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 _regex_core.py:4069(StringSet)
        1    0.000    0.000    0.000    0.000 utils.py:226(CallbackIOWrapper)
        1    0.000    0.000    0.000    0.000 pool.py:794(MapResult)
        1    0.000    0.000    0.000    0.000 popen_spawn_posix.py:16(_DupFd)
        1    0.000    0.000    0.000    0.000 synchronize.py:130(Semaphore)
        1    0.000    0.000    0.000    0.000 functools.py:887(<lambda>)
        1    0.000    0.000    0.000    0.000 argparse.py:1333(Namespace)
        1    0.000    0.000    0.000    0.000 _local.py:851(WindowsPath)
        1    0.000    0.000    0.000    0.000 threading.py:1320(Timer)
        1    0.000    0.000    0.000    0.000 parse.py:323(DefragResult)
        1    0.000    0.000    0.000    0.000 errors.py:85(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:97(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 context.py:311(ForkServerContext)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2572(CallRef)
        1    0.000    0.000    0.000    0.000 _monitor.py:9(TqdmSynchronisationWarning)
        1    0.000    0.000    0.000    0.000 _regex_core.py:4003(StartOfWord)
        1    0.000    0.000    0.000    0.000 argparse.py:638(RawDescriptionHelpFormatter)
        2    0.000    0.000    0.000    0.000 __init__.py:900(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:67(HeaderParser)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _thread.daemon_threads_allowed}
        2    0.000    0.000    0.000    0.000 <frozen codecs>:263(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:203(_Section)
        2    0.000    0.000    0.000    0.000 inspect.py:758(getmro)
        1    0.000    0.000    0.000    0.000 argparse.py:649(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 parse.py:136(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 context.py:303(ForkContext)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 process.py:346(AuthenticationString)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2780(Failure)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3030(PossessiveRepeat)
        1    0.000    0.000    0.000    0.000 _regex_core.py:297(Namespace)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2130(Boundary)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2744(DefaultBoundary)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3987(Skip)
        1    0.000    0.000    0.000    0.000 __init__.py:1302(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:778(Filter)
        1    0.000    0.000    0.000    0.000 std.py:213(EMA)
        1    0.000    0.000    0.000    0.000 queue.py:31(Full)
        1    0.000    0.000    0.000    0.000 synchronize.py:149(BoundedSemaphore)
        2    0.000    0.000    0.000    0.000 argparse.py:2414(_get_nargs_pattern)
        2    0.000    0.000    0.000    0.000 std.py:163(colour)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1131(_BaseConstants)
        4    0.000    0.000    0.000    0.000 feedparser.py:126(__iter__)
        1    0.000    0.000    0.000    0.000 parser.py:122(BytesHeaderParser)
        2    0.000    0.000    0.000    0.000 _main.py:652(<genexpr>)
        1    0.000    0.000    0.000    0.000 process.py:394(_MainProcess)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3991(StartOfLine)
        1    0.000    0.000    0.000    0.000 synchronize.py:166(Lock)
        1    0.000    0.000    0.000    0.000 argparse.py:975(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:950(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1013(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:723(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:1278(FileType)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:91(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _regex_core.py:2070(AnyU)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3734(get_firstset)
        1    0.000    0.000    0.000    0.000 resource_tracker.py:59(ReentrantCallError)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:53(normcase)
        1    0.000    0.000    0.000    0.000 argparse.py:1082(_CountAction)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 parse.py:331(SplitResult)
        1    0.000    0.000    0.000    0.000 context.py:307(SpawnContext)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 _regex_core.py:61(_UnscopedFlagSet)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2772(EndOfStringLineU)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3142(Keep)
        1    0.000    0.000    0.000    0.000 utils.py:282(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3159(fix_groups)
        1    0.000    0.000    0.000    0.000 _abc.py:48(UnsupportedOperation)
        1    0.000    0.000    0.000    0.000 shutil.py:67(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:70(SameFileError)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3303(PrecompiledCode)
        1    0.000    0.000    0.000    0.000 socket.py:212(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2760(EndOfLineU)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3590(has_simple_start)
        1    0.000    0.000    0.000    0.000 synchronize.py:191(RLock)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 argparse.py:660(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:994(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1053(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1159(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1267(_ExtendAction)
        1    0.000    0.000    0.000    0.000 _local.py:472(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 warnings.py:207(_OptionError)
        1    0.000    0.000    0.000    0.000 __init__.py:43(LargeZipFile)
        1    0.000    0.000    0.000    0.000 abc.py:190(FileLoader)
        1    0.000    0.000    0.000    0.000 abc.py:58(TraversalError)
        1    0.000    0.000    0.000    0.000 parse.py:342(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:350(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:355(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 errors.py:60(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:71(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3366(Prune)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2748(DefaultEndOfWord)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2752(DefaultStartOfWord)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2756(EndOfLine)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2764(EndOfString)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3700(get_required_string)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3999(StartOfString)
        1    0.000    0.000    0.000    0.000 subprocess.py:129(SubprocessError)
        1    0.000    0.000    0.000    0.000 connection.py:992(XmlListener)
        1    0.000    0.000    0.000    0.000 warnings.py:212(_processoptions)
        1    0.000    0.000    0.000    0.000 shutil.py:77(ExecError)
        1    0.000    0.000    0.000    0.000 threading.py:1350(_MainThread)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:24(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 errors.py:116(InvalidDateDefect)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3006(__eq__)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2776(EndOfWord)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3995(StartOfLineU)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:850(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:2371(cast)
        1    0.000    0.000    0.000    0.000 argparse.py:743(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 __init__.py:39(BadZipFile)
        1    0.000    0.000    0.000    0.000 threading.py:837(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 parse.py:336(ParseResult)
        1    0.000    0.000    0.000    0.000 errors.py:77(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:111(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2934(GraphemeBoundary)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3498(SearchAnchor)
        1    0.000    0.000    0.000    0.000 std.py:52(TqdmExperimentalWarning)
        1    0.000    0.000    0.000    0.000 std.py:32(TqdmTypeError)
        1    0.000    0.000    0.000    0.000 _regex_core.py:4062(Literal)
        1    0.000    0.000    0.000    0.000 queue.py:36(ShutDown)
        1    0.000    0.000    0.000    0.000 util.py:109(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 argparse.py:1805(identity)
        1    0.000    0.000    0.000    0.000 argparse.py:1340(__init__)
        1    0.000    0.000    0.000    0.000 shutil.py:87(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:45(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:94(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 std.py:62(TqdmMonitorWarning)
        1    0.000    0.000    0.000    0.000 std.py:57(TqdmDeprecationWarning)
        1    0.000    0.000    0.000    0.000 std.py:1301(<lambda>)
        1    0.000    0.000    0.000    0.000 shutil.py:80(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:83(RegistryError)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        2    0.000    0.000    0.000    0.000 _regex_core.py:1980(can_be_affix)
        1    0.000    0.000    0.000    0.000 {built-in method regex._regex.get_properties}
        1    0.000    0.000    0.000    0.000 __init__.py:673(update)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1439(exec_module)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
